Pattern	S wind	N wind	G wind	S wind new	N wind new	G wind new
M07,D25,H22	9,13	79,70	6,23	9,13	79,70	6,23
M07,D25,H23	10,90	81,10	6,83	10,90	81,10	6,83
M07,D25,H24	12,70	82,50	7,43	12,70	82,50	7,43
M07,D26,H01	14,50	83,80	8,03	14,50	83,80	8,03
M07,D26,H02	13,00	83,30	7,07	13,00	83,30	7,07
M07,D26,H03	11,50	82,80	6,10	11,50	82,80	6,10
M07,D26,H04	9,96	82,30	5,14	9,96	82,30	5,14
M07,D26,H05	8,46	81,80	4,18	8,46	81,80	4,18
M07,D26,H06	6,95	81,30	3,21	6,95	81,30	3,21
M07,D26,H07	5,45	80,80	2,25	5,45	80,80	2,25
M07,D26,H08	5,51	81,30	2,11	5,51	81,30	2,11
M07,D26,H09	5,56	81,80	1,98	5,56	81,80	1,98
M07,D26,H10	5,62	82,30	1,85	5,62	82,30	1,85
M07,D26,H11	5,68	82,80	1,72	5,68	82,80	1,72
M07,D26,H12	5,73	83,30	1,59	5,73	83,30	1,59
M07,D26,H13	5,79	83,80	1,45	5,79	83,80	1,45
M07,D26,H14	6,08	79,30	2,35	6,08	79,30	2,35
M07,D26,H15	6,37	74,90	3,24	6,37	74,90	3,24
M07,D26,H16	6,66	70,40	4,13	6,66	70,40	4,13
M07,D26,H17	6,95	66,00	5,02	6,95	66,00	5,02
M07,D26,H18	7,24	61,50	5,92	7,24	61,50	5,92
M07,D26,H19	7,53	57,10	6,81	7,53	57,10	6,81
M07,D26,H20	7,73	52,10	7,19	7,73	52,10	7,19
M07,D26,H21	7,93	47,10	7,58	7,93	47,10	7,58
M07,D26,H22	8,13	42,10	7,96	8,13	42,10	7,96
M07,D26,H23	8,33	37,10	8,35	8,33	37,10	8,35
M07,D26,H24	8,54	32,10	8,73	8,54	32,10	8,73
M07,D27,H01	8,74	27,00	9,12	8,74	27,00	9,12
M07,D27,H02	8,35	27,10	8,47	8,35	27,10	8,47
M07,D27,H03	7,96	27,10	7,81	7,96	27,10	7,81
M07,D27,H04	7,57	27,10	7,16	7,57	27,10	7,16
M07,D27,H05	7,18	27,10	6,50	7,18	27,10	6,50
M07,D27,H06	6,79	27,10	5,85	6,79	27,10	5,85
M07,D27,H07	6,40	27,10	5,20	6,40	27,10	5,20
M07,D27,H08	6,17	27,80	4,70	6,17	27,80	4,70
M07,D27,H09	5,95	28,50	4,20	5,95	28,50	4,20
M07,D27,H10	5,72	29,20	3,70	5,72	29,20	3,70
M07,D27,H11	5,49	29,90	3,20	5,49	29,90	3,20
M07,D27,H12	5,26	30,60	2,71	5,26	30,60	2,71
M07,D27,H13	5,03	31,30	2,21	5,03	31,30	2,21
M07,D27,H14	5,79	28,40	3,16	5,79	28,40	3,16
M07,D27,H15	6,54	25,50	4,12	6,54	25,50	4,12
M07,D27,H16	7,30	22,50	5,07	7,30	22,50	5,07
M07,D27,H17	8,05	19,60	6,03	8,05	19,60	6,03
M07,D27,H18	8,81	16,70	6,98	8,81	16,70	6,98
M07,D27,H19	9,56	13,70	7,94	9,56	13,70	7,94
M07,D27,H20	9,46	12,20	8,23	9,46	12,20	8,23
M07,D27,H21	9,36	10,70	8,52	9,36	10,70	8,52
M07,D27,H22	9,26	9,14	8,81	9,26	9,14	8,81
M07,D27,H23	9,16	7,62	9,10	9,16	7,62	9,10
M07,D27,H24	9,05	6,09	9,39	9,05	6,09	9,39
M07,D28,H01	8,95	4,57	9,68	8,95	4,57	9,68
M07,D28,H02	8,15	4,14	8,92	8,15	4,14	8,92
M07,D28,H03	7,34	3,71	8,16	7,34	3,71	8,16
M07,D28,H04	6,53	3,28	7,40	6,53	3,28	7,40
M07,D28,H05	5,73	2,85	6,64	5,73	2,85	6,64
M07,D28,H06	4,92	2,42	5,87	4,92	2,42	5,87
M07,D28,H07	4,11	2,00	5,11	4,11	2,00	5,11
M07,D28,H08	4,36	2,32	5,65	4,36	2,32	5,65
M07,D28,H09	4,61	2,65	6,18	4,61	2,65	6,18
M07,D28,H10	4,85	2,98	6,72	4,85	2,98	6,72
M07,D28,H11	5,10	3,31	7,25	5,10	3,31	7,25
M07,D28,H12	5,34	3,63	7,79	5,34	3,63	7,79
M07,D28,H13	5,59	3,96	8,32	5,59	3,96	8,32
M07,D28,H14	5,10	3,51	8,89	5,10	3,51	8,89
M07,D28,H15	4,62	3,06	9,45	4,62	3,06	9,45
M07,D28,H16	4,13	2,61	10,00	4,13	2,61	10,00
M07,D28,H17	3,65	2,16	10,60	3,65	2,16	10,60
M07,D28,H18	3,16	1,71	11,20	3,16	1,71	11,20
M07,D28,H19	2,68	1,26	11,70	2,68	1,26	11,70
M07,D28,H20	3,48	1,53	11,90	3,48	1,53	11,90
M07,D28,H21	4,28	1,80	12,00	4,28	1,80	12,00
M07,D28,H22	5,08	2,07	12,20	5,08	2,07	12,20
M07,D28,H23	5,88	2,33	12,40	5,88	2,33	12,40
M07,D28,H24	6,68	2,60	12,50	6,68	2,60	12,50
M07,D29,H01	7,49	2,87	12,70	7,49	2,87	12,70
M07,D29,H02	6,80	2,80	11,30	6,80	2,80	11,30
M07,D29,H03	6,12	2,74	9,89	6,12	2,74	9,89
M07,D29,H04	5,43	2,67	8,51	5,43	2,67	8,51
M07,D29,H05	4,75	2,61	7,12	4,75	2,61	7,12
M07,D29,H06	4,06	2,54	5,74	4,06	2,54	5,74
M07,D29,H07	3,38	2,48	4,35	3,38	2,48	4,35
M07,D29,H08	3,43	2,54	6,18	3,43	2,54	6,18
M07,D29,H09	3,49	2,61	8,01	3,49	2,61	8,01
M07,D29,H10	3,54	2,67	9,84	3,54	2,67	9,84
M07,D29,H11	3,59	2,73	11,70	3,59	2,73	11,70
M07,D29,H12	3,65	2,79	13,50	3,65	2,79	13,50
M07,D29,H13	3,70	2,86	15,30	3,70	2,86	15,30
M07,D29,H14	3,61	2,83	15,80	3,61	2,83	15,80
M07,D29,H15	3,52	2,81	16,20	3,52	2,81	16,20
M07,D29,H16	3,43	2,79	16,70	3,43	2,79	16,70
M07,D29,H17	3,34	2,76	17,10	3,34	2,76	17,10
M07,D29,H18	3,25	2,74	17,50	3,25	2,74	17,50
M07,D29,H19	3,16	2,72	18,00	3,16	2,72	18,00
M07,D29,H20	3,12	4,36	16,70	3,12	4,36	16,70
M07,D29,H21	3,07	6,01	15,40	3,07	6,01	15,40
M07,D29,H22	3,03	7,66	14,20	3,03	7,66	14,20
M07,D29,H23	2,98	9,31	12,90	2,98	9,31	12,90
M07,D29,H24	2,94	11,00	11,60	2,94	11,00	11,60
M07,D30,H01	2,89	12,60	10,30	2,89	12,60	10,30
M07,D30,H02	3,54	12,40	9,08	3,54	12,40	9,08
M07,D30,H03	4,19	12,30	7,83	4,19	12,30	7,83
M07,D30,H04	4,84	12,10	6,58	4,84	12,10	6,58
M07,D30,H05	5,50	11,90	5,33	5,50	11,90	5,33
M07,D30,H06	6,15	11,70	4,08	6,15	11,70	4,08
M07,D30,H07	6,80	11,60	2,83	6,80	11,60	2,83
M07,D30,H08	6,69	10,70	3,94	6,69	10,70	3,94
M07,D30,H09	6,59	9,89	5,06	6,59	9,89	5,06
M07,D30,H10	6,48	9,04	6,17	6,48	9,04	6,17
M07,D30,H11	6,37	8,19	7,28	6,37	8,19	7,28
M07,D30,H12	6,27	7,35	8,40	6,27	7,35	8,40
M07,D30,H13	6,16	6,50	9,51	6,16	6,50	9,51
M07,D30,H14	6,80	6,17	9,88	6,80	6,17	9,88
M07,D30,H15	7,44	5,83	10,20	7,44	5,83	10,20
M07,D30,H16	8,07	5,49	10,60	8,07	5,49	10,60
M07,D30,H17	8,71	5,15	11,00	8,71	5,15	11,00
M07,D30,H18	9,34	4,82	11,40	9,34	4,82	11,40
M07,D30,H19	9,98	4,48	11,70	9,98	4,48	11,70
M07,D30,H20	9,22	5,75	11,30	9,22	5,75	11,30
M07,D30,H21	8,45	7,03	10,80	8,45	7,03	10,80
M07,D30,H22	7,69	8,30	10,30	7,69	8,30	10,30
M07,D30,H23	6,93	9,58	9,84	6,93	9,58	9,84
M07,D30,H24	6,16	10,90	9,37	6,16	10,90	9,37
M07,D31,H01	5,40	12,10	8,90	5,40	12,10	8,90
M07,D31,H02	4,72	11,90	7,84	4,72	11,90	7,84
M07,D31,H03	4,05	11,70	6,79	4,05	11,70	6,79
M07,D31,H04	3,37	11,50	5,74	3,37	11,50	5,74
M07,D31,H05	2,70	11,30	4,68	2,70	11,30	4,68
M07,D31,H06	2,02	11,10	3,63	2,02	11,10	3,63
M07,D31,H07	1,34	10,90	2,57	1,34	10,90	2,57
M07,D31,H08	1,58	10,30	2,76	1,58	10,30	2,76
M07,D31,H09	1,82	9,77	2,94	1,82	9,77	2,94
M07,D31,H10	2,05	9,21	3,12	2,05	9,21	3,12
M07,D31,H11	2,29	8,64	3,31	2,29	8,64	3,31
M07,D31,H12	2,53	8,07	3,49	2,53	8,07	3,49
M07,D31,H13	2,76	7,51	3,67	2,76	7,51	3,67
M07,D31,H14	3,20	6,66	3,28	3,20	6,66	3,28
M07,D31,H15	3,63	5,81	2,89	3,63	5,81	2,89
M07,D31,H16	4,06	4,96	2,49	4,06	4,96	2,49
M07,D31,H17	4,50	4,11	2,10	4,50	4,11	2,10
M07,D31,H18	4,93	3,26	1,70	4,93	3,26	1,70
M07,D31,H19	5,36	2,41	1,31	5,36	2,41	1,31
M07,D31,H20	5,92	2,42	1,35	5,92	2,42	1,35
M07,D31,H21	6,48	2,43	1,38	6,48	2,43	1,38
M07,D31,H22	7,04	2,44	1,42	7,04	2,44	1,42
M07,D31,H23	7,60	2,45	1,46	7,60	2,45	1,46
M07,D31,H24	8,15	2,46	1,49	8,15	2,46	1,49
M08,D01,H01	8,71	2,47	1,53	8,71	2,47	1,53
M08,D01,H02	7,84	2,37	1,30	7,84	2,37	1,30
M08,D01,H03	6,97	2,27	1,08	6,97	2,27	1,08
M08,D01,H04	6,10	2,17	0,85	6,10	2,17	0,85
M08,D01,H05	5,23	2,07	0,63	5,23	2,07	0,63
M08,D01,H06	4,36	1,97	0,40	4,36	1,97	0,40
M08,D01,H07	3,48	1,87	0,18	3,48	1,87	0,18
M08,D01,H08	3,65	1,72	0,21	3,65	1,72	0,21
M08,D01,H09	3,81	1,58	0,23	3,81	1,58	0,23
M08,D01,H10	3,97	1,43	0,26	3,97	1,43	0,26
M08,D01,H11	4,13	1,28	0,29	4,13	1,28	0,29
M08,D01,H12	4,29	1,14	0,32	4,29	1,14	0,32
M08,D01,H13	4,45	0,99	0,35	4,45	0,99	0,35
M08,D01,H14	4,91	1,28	0,36	4,91	1,28	0,36
M08,D01,H15	5,37	1,57	0,36	5,37	1,57	0,36
M08,D01,H16	5,82	1,85	0,37	5,82	1,85	0,37
M08,D01,H17	6,28	2,14	0,37	6,28	2,14	0,37
M08,D01,H18	6,74	2,43	0,38	6,74	2,43	0,38
M08,D01,H19	7,19	2,72	0,39	7,19	2,72	0,39
M08,D01,H20	6,89	2,60	0,86	6,89	2,60	0,86
M08,D01,H21	6,59	2,47	1,34	6,59	2,47	1,34
M08,D01,H22	6,29	2,35	1,82	6,29	2,35	1,82
M08,D01,H23	5,98	2,23	2,30	5,98	2,23	2,30
M08,D01,H24	5,68	2,10	2,77	5,68	2,10	2,77
M08,D02,H01	5,38	1,98	3,25	5,38	1,98	3,25
M08,D02,H02	5,08	2,85	2,85	5,08	2,85	2,85
M08,D02,H03	4,79	3,71	2,46	4,79	3,71	2,46
M08,D02,H04	4,49	4,58	2,06	4,49	4,58	2,06
M08,D02,H05	4,20	5,45	1,67	4,20	5,45	1,67
M08,D02,H06	3,90	6,31	1,27	3,90	6,31	1,27
M08,D02,H07	3,61	7,18	0,87	3,61	7,18	0,87
M08,D02,H08	4,14	8,71	0,92	4,14	8,71	0,92
M08,D02,H09	4,67	10,20	0,97	4,67	10,20	0,97
M08,D02,H10	5,20	11,80	1,02	5,20	11,80	1,02
M08,D02,H11	5,74	13,30	1,07	5,74	13,30	1,07
M08,D02,H12	6,27	14,80	1,12	6,27	14,80	1,12
M08,D02,H13	6,80	16,40	1,17	6,80	16,40	1,17
M08,D02,H14	6,89	19,30	1,50	6,89	19,30	1,50
M08,D02,H15	6,98	22,20	1,84	6,98	22,20	1,84
M08,D02,H16	7,07	25,20	2,18	7,07	25,20	2,18
M08,D02,H17	7,16	28,10	2,52	7,16	28,10	2,52
M08,D02,H18	7,26	31,00	2,86	7,26	31,00	2,86
M08,D02,H19	7,35	33,90	3,19	7,35	33,90	3,19
M08,D02,H20	7,12	34,00	3,65	7,12	34,00	3,65
M08,D02,H21	6,90	34,00	4,10	6,90	34,00	4,10
M08,D02,H22	6,68	34,10	4,56	6,68	34,10	4,56
M08,D02,H23	6,45	34,10	5,02	6,45	34,10	5,02
M08,D02,H24	6,23	34,10	5,47	6,23	34,10	5,47
M08,D03,H01	6,00	34,20	5,93	6,00	34,20	5,93
M08,D03,H02	6,37	33,00	7,32	6,37	33,00	7,32
M08,D03,H03	6,73	31,80	8,70	6,73	31,80	8,70
M08,D03,H04	7,10	30,60	10,10	7,10	30,60	10,10
M08,D03,H05	7,47	29,40	11,50	7,47	29,40	11,50
M08,D03,H06	7,83	28,20	12,90	7,83	28,20	12,90
M08,D03,H07	8,20	27,00	14,30	8,20	27,00	14,30
M08,D03,H08	8,59	25,50	14,50	8,59	25,50	14,50
M08,D03,H09	8,98	24,10	14,70	8,98	24,10	14,70
M08,D03,H10	9,38	22,60	14,90	9,38	22,60	14,90
M08,D03,H11	9,77	21,10	15,10	9,77	21,10	15,10
M08,D03,H12	10,20	19,70	15,40	10,20	19,70	15,40
M08,D03,H13	10,60	18,20	15,60	10,60	18,20	15,60
M08,D03,H14	11,20	19,50	14,40	11,20	19,50	14,40
M08,D03,H15	11,80	20,80	13,20	11,80	20,80	13,20
M08,D03,H16	12,40	22,20	12,00	12,40	22,20	12,00
M08,D03,H17	13,00	23,50	10,80	13,00	23,50	10,80
M08,D03,H18	13,70	24,80	9,57	13,70	24,80	9,57
M08,D03,H19	14,30	26,10	8,37	14,30	26,10	8,37
M08,D03,H20	13,80	23,00	8,04	13,80	23,00	8,04
M08,D03,H21	13,30	19,90	7,70	13,30	19,90	7,70
M08,D03,H22	12,80	16,80	7,36	12,80	16,80	7,36
M08,D03,H23	12,30	13,70	7,03	12,30	13,70	7,03
M08,D03,H24	11,80	10,60	6,69	11,80	10,60	6,69
M08,D04,H01	11,30	7,51	6,36	11,30	7,51	6,36
M08,D04,H02	10,00	7,04	6,18	10,00	7,04	6,18
M08,D04,H03	8,79	6,56	6,00	8,79	6,56	6,00
M08,D04,H04	7,55	6,08	5,82	7,55	6,08	5,82
M08,D04,H05	6,32	5,61	5,64	6,32	5,61	5,64
M08,D04,H06	5,09	5,13	5,46	5,09	5,13	5,46
M08,D04,H07	3,86	4,65	5,28	3,86	4,65	5,28
M08,D04,H08	3,42	4,92	5,43	3,42	4,92	5,43
M08,D04,H09	2,97	5,19	5,57	2,97	5,19	5,57
M08,D04,H10	2,53	5,46	5,72	2,53	5,46	5,72
M08,D04,H11	2,09	5,73	5,87	2,09	5,73	5,87
M08,D04,H12	1,65	5,99	6,01	1,65	5,99	6,01
M08,D04,H13	1,21	6,26	6,16	1,21	6,26	6,16
M08,D04,H14	1,56	8,39	5,59	1,56	8,39	5,59
M08,D04,H15	1,90	10,50	5,03	1,90	10,50	5,03
M08,D04,H16	2,25	12,60	4,46	2,25	12,60	4,46
M08,D04,H17	2,60	14,80	3,89	2,60	14,80	3,89
M08,D04,H18	2,94	16,90	3,32	2,94	16,90	3,32
M08,D04,H19	3,29	19,00	2,76	3,29	19,00	2,76
M08,D04,H20	3,36	18,10	2,72	3,36	18,10	2,72
M08,D04,H21	3,42	17,20	2,69	3,42	17,20	2,69
M08,D04,H22	3,49	16,30	2,66	3,49	16,30	2,66
M08,D04,H23	3,56	15,40	2,63	3,56	15,40	2,63
M08,D04,H24	3,62	14,50	2,59	3,62	14,50	2,59
M08,D05,H01	3,69	13,60	2,56	3,69	13,60	2,56
M08,D05,H02	3,40	12,90	2,38	3,40	12,90	2,38
M08,D05,H03	3,12	12,20	2,21	3,12	12,20	2,21
M08,D05,H04	2,84	11,50	2,03	2,84	11,50	2,03
M08,D05,H05	2,56	10,80	1,85	2,56	10,80	1,85
M08,D05,H06	2,27	10,10	1,67	2,27	10,10	1,67
M08,D05,H07	1,99	9,44	1,49	1,99	9,44	1,49
M08,D05,H08	2,98	9,31	1,42	2,98	9,31	1,42
M08,D05,H09	3,98	9,18	1,34	3,98	9,18	1,34
M08,D05,H10	4,97	9,05	1,26	4,97	9,05	1,26
M08,D05,H11	5,97	8,92	1,18	5,97	8,92	1,18
M08,D05,H12	6,96	8,79	1,10	6,96	8,79	1,10
M08,D05,H13	7,96	8,66	1,02	7,96	8,66	1,02
M08,D05,H14	8,05	9,01	0,93	8,05	9,01	0,93
M08,D05,H15	8,14	9,37	0,84	8,14	9,37	0,84
M08,D05,H16	8,23	9,73	0,75	8,23	9,73	0,75
M08,D05,H17	8,32	10,10	0,65	8,32	10,10	0,65
M08,D05,H18	8,41	10,40	0,56	8,41	10,40	0,56
M08,D05,H19	8,50	10,80	0,47	8,50	10,80	0,47
M08,D05,H20	7,68	9,34	0,43	7,68	9,34	0,43
M08,D05,H21	6,86	7,88	0,39	6,86	7,88	0,39
M08,D05,H22	6,04	6,42	0,35	6,04	6,42	0,35
M08,D05,H23	5,21	4,96	0,32	5,21	4,96	0,32
M08,D05,H24	4,39	3,49	0,28	4,39	3,49	0,28
M08,D06,H01	3,57	2,03	0,24	3,57	2,03	0,24
M08,D06,H02	3,31	2,10	0,22	3,31	2,10	0,22
M08,D06,H03	3,04	2,18	0,20	3,04	2,18	0,20
M08,D06,H04	2,78	2,25	0,19	2,78	2,25	0,19
M08,D06,H05	2,51	2,32	0,17	2,51	2,32	0,17
M08,D06,H06	2,25	2,39	0,15	2,25	2,39	0,15
M08,D06,H07	1,99	2,47	0,13	1,99	2,47	0,13
M08,D06,H08	1,91	2,24	0,26	1,91	2,24	0,26
M08,D06,H09	1,83	2,01	0,39	1,83	2,01	0,39
M08,D06,H10	1,76	1,79	0,52	1,76	1,79	0,52
M08,D06,H11	1,68	1,56	0,65	1,68	1,56	0,65
M08,D06,H12	1,60	1,34	0,78	1,60	1,34	0,78
M08,D06,H13	1,52	1,11	0,91	1,52	1,11	0,91
M08,D06,H14	1,58	1,20	1,29	1,58	1,20	1,29
M08,D06,H15	1,64	1,29	1,68	1,64	1,29	1,68
M08,D06,H16	1,69	1,37	2,07	1,69	1,37	2,07
M08,D06,H17	1,75	1,46	2,46	1,75	1,46	2,46
M08,D06,H18	1,81	1,55	2,84	1,81	1,55	2,84
